Job_title,Link,Company_name,Location&Area,Date,Classification&Subclassification,Salary
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=d54dc3fa-fb2f-4667-9df6-f919e9f4fd7f,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=532a15cd-106a-49ec-a218-1283049f30ab,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
Team Administrator,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Auckland area: Auckland Central,"30d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Executive Assistant,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"24d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Sales Administrator and Support,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Uniform Group (Auckland) Ltd,location: Auckland area: Auckland Central,"28d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Customer Service and Sales Support,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Wellfit-Wstar,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Administrator,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Adecco Office,location: Canterbury area: Christchurch,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Category Manager,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Bidfood,location: Auckland area: Auckland Central,"20d ago,at",Administration & Office Support subClassification: Other,
Administrator - Temps,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Recruitment Studio,location: Auckland area: Auckland CentralAuckland Central Competitive hourly rate depending on experience,"28d ago,at",Competitive hourly rate depending on experience,
Temp Receptionists/Administrators - Ad Agencies/Music Companies,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Metro Recruitment Ltd,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Receptionists,
Graduates with Office Administration Experience!,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,GBL Personnel,location: Wellington,"28d ago,at",Administration & Office Support subClassification: Administrative Assistants,
On-site Manager,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Stonewood Group Ltd,location: Wellington area: Wellington Central,"28d ago,at",Administration & Office Support subClassification: Receptionists,
Business Professional - Temporary Opportunities,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Enterprise Recruitment,location: Canterbury area: Christchurch,"28d ago,at",Administration & Office Support subClassification: Office Management,
Seeking Executive Support Candidates,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,GBL Personnel,location: Wellington,"25d ago,at",Administration & Office Support subClassification: Administrative Assistants,
PA / Team Administrators,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Temporary Service Coordinator,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Graham Consulting,location: Auckland area: Auckland Central,"21d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Senior Executive Assistant,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=a29284c4-6eea-4f3f-b600-6213fd7fc004,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Executive Assistant,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,Robert Walters,location: WellingtonWellington Attractive remuneration,"26d ago,at",Attractive remuneration,
Temporary Office Roles,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"14d ago,at",Competitive hourly rates $$,
Document Controller - Waikeria,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,Stellar Recruitment,location: Waikato area: Rest of Waikato,"27d ago,at",Administration & Office Support subClassification: Records Management & Document Control,
Key Account Manager,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,Hays Talent Solutions,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Executive Assistant,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,one eighty recruitment,location: Wellington area: Wellington CentralWellington Central Competitive hourly rate,"27d ago,at",Competitive hourly rate,
Temporary Office Roles,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"20d ago,at",Competitive hourly rates $$,
Temporary Office Roles,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"28d ago,at",Competitive hourly rates $$,
Executive Assistant,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=95194684-b393-4b98-aa8f-d2002d8fdc73,Alpha Recruitment - NZ,location: Wellington,"26d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
Contracts Administrator,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=f06a2b97-8535-4503-9134-b39b14849e67,X4 Construction,location: Northland area: Rest of Northland,"27d ago,at",Administration & Office Support subClassification: Contracts Administration,
Customer Service & Sales Support,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=f06a2b97-8535-4503-9134-b39b14849e67,JOYN,location: Manawatu area: Rest of Manawatu,"25d ago,at",Administration & Office Support subClassification: Client & Sales Administration,
Experienced Executive & Personal Assistants,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=f06a2b97-8535-4503-9134-b39b14849e67,GBL Personnel,location: Wellington area: Wellington Central,"4d ago,at",Administration & Office Support subClassification: PA EA & Secretarial,
"Resource Coordinator - Construction (plant, material, supplies)",https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=f06a2b97-8535-4503-9134-b39b14849e67,Piritahi,location: Auckland area: Auckland Central,"27d ago,at",Administration & Office Support subClassification: Administrative Assistants,
Temporary Office Roles,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=f06a2b97-8535-4503-9134-b39b14849e67,Asset Recruitment Ltd,location: Waikato area: HamiltonHamilton Competitive hourly rates $$,"7d ago,at",Competitive hourly rates $$,
